Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/27/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Czech Republic,CZE,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.247540474,,8.548419952,8.908530235,8.912289619,8.676460266,8.864800453,8.382659912,9.433070183,9.202969551,10.19694042,9.576950073,9.214639664,9.437330246,9.340490341,9.92718029,9.556850433,9.60243988,9.413729668,13.88251972,13.97148991,9.763589859,10.51187038,,,
Germany,DEU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.582969666,9.395569801,9.504170418,8.270079613,,9.267519951,,,,,,,,9.492489815,10.06227016,10.03619957,10.18564034,10.26904011,10.66541958,11.03474045,10.98110962,11.10762978,10.99915981,10.91053963,11.04769039,11.23017979,,,
Djibouti,DJI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.89607048,29.38595009,26.28001976,25.48930931,24.2714901,24.70113945,22.71504974,24.70796013,22.52743912,,,12.32839966,,,,,8.576439857,12.00850964,13.25469971,13.99153042,,,
Dominica,DMA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.11160088,11.41961956,,,,,,,,,,,,,,,,10.52210045,12.69810009,9.783909798,8.445839882,8.298299789,10.66617012,8.293609619
Denmark,DNK,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,11.41569996,12.29430008,12.40993977,11.18605995,,10.60130024,,13.87736988,13.47953033,13.14820957,14.1424799,,14.63436985,14.54370975,15.34414959,15.54854012,15.43387985,15.14175034,15.48686028,15.77933979,15.51264,15.35669994,14.83026028,14.94417,15.10334015,15.03625965,12.4887104,15.21743965,13.82682037,,,15.33633041,,,,
Dominican Republic,DOM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.98847961,12.50728989,12.07971954,9.701809883,,,,12.57787991,,,14.84930038,16.11269951,16.94490051,25.93160057,13.12370014,22.59584999,21.94519997,22.34359932,22.15546989,22.34151077,19.32287979,18.01491928
Algeria,DZA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.42835045,,,,,,,,16.11104012,17.55604935,13.77495003,14.46348,16.54919052,16.2131691
East Asia & Pacific (excluding high income),EAP,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.64076519,12.75489998,15.26266003,,14.17029953,,,14.94431019,14.03864002,14.51142025,14.13160467,12.61447525,14.40720034,14.58372498,12.75261021,16.01622009,15.60490036,13.86952019,14.48729038,,,
Early-demographic dividend,EAR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.47833061,16.49754524,16.18774986,16.31059456,15.57410002,,17.88367462,17.78655052,16.56399965,,15.92538023,15.42368031,15.70435476,16.85963058,16.21989059,16.01622009,16.95463562,17.13343525,15.39999962,14.46348,,
East Asia & Pacific,EAS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49723053,,16.43947983,,,14.98482037,14.07769012,15.18871021,15.19611979,14.62397003,16.07998562,15.95556498,14.27594519,16.19486523,16.21829987,15.09342003,14.943645,,,
Europe & Central Asia (excluding high income),ECA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.48513508,12.36196041,13.6035099,12.49293995,12.55235004,12.62010956,12.80750465,11.94447041,12.70637989,12.84882498,12.08931971,11.62664986,12.36896992,12.12390995,11.94761992,11.46173,12.50965977,12.73095036,12.95149994,13.77250004,,
Europe & Central Asia,ECS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.84667015,,11.44561529,11.797225,11.84799957,12.0884347,12.00360012,12.09480953,12.41946983,12.26731014,12.71207047,11.86573505,12.32505989,11.87626982,11.7235899,11.6301403,11.77606964,12.09424019,12.15079975,12.10135984,12.35311985,11.96763039,11.74717522,,,
Ecuador,ECU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.84613991,6.665820122,4.957300186,,,,,,,,,13.17257023,12.9965601,11.97611046,11.53415012,11.44254017,12.06830978,12.59764957,,,,11.61851025,11.46755028,
"Egypt, Arab Rep.",EGY,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3519001,14.74870968,15.04360962,11.01858997,11.20963955,10.94180012,,,,,,,,,,,,,
Euro area,EMU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1020751,9.605750084,,10.62792015,11.0448451,,10.42578983,10.40501976,10.65826035,10.73558044,,10.74722958,11.76006031,11.08148956,11.81863976,11.90172005,11.65052032,11.99112988,11.62739992,11.97107983,11.77487469,11.87849045,11.6184597,11.05198956,11.6301403,11.38722038,11.81567955,11.85340977,11.5044198,12.09509516,11.05543041,11.18884468,,,
Eritrea,ERI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9151299,,6.250919819,5.565539837,,5.861609936,5.633379936,,5.741849899,,5.168069839,,,,,,,,,,,,,,,
Spain,ESP,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.843440056,9.639369965,10.34298992,10.14229012,10.03194046,9.730460167,10.04699993,10.26704979,10.65826035,10.73558044,,10.47189045,10.6707201,10.6530304,10.70273972,10.7009697,10.87535,10.71127033,10.76976013,10.88782978,10.83693981,10.92607975,10.62497997,10.54881001,10.60980988,9.185660362,9.493339539,9.538860321,9.766460419,9.961039543,10.21348953,10.0303297,,,
Estonia,EST,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.68367958,17.69421005,16.02168083,16.35712051,14.67850018,14.9474802,15.14523029,15.0490303,14.30607986,14.25769997,,13.6823101,13.8797102,12.93008995,13.64278984,13.40620041,11.99120045,12.58261967,13.31991959,12.96660042,13.10830975,12.75030041,13.39284992,,,
Ethiopia,ETH,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,12.35554028,12.48698997,12.1781702,9.701319695,11.82013035,10.0891304,10.32174969,,,,,,,13.26484013,,,13.04413986,14.86991978,,,14.9077301,14.46177006,16.18774986,,,,23.97537994,24.69944954,26.35573006,23.58374977,26.30404091,29.67443085,30.53953934,27.02109909,25.91838074,27.09870911,23.01335907,26.50992012,24.00155067,,,
European Union,EUU,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42578983,,10.65826035,10.79634953,,10.74722958,11.32598019,11.08148956,11.4880147,11.23149967,11.64437962,11.44142008,12.07252026,12.1436801,11.55670977,11.61622047,11.25362015,11.05198956,10.9884901,11.13085508,11.43980026,11.57975006,11.54648018,12.02523994,11.05543041,11.12355042,,,
Fragile and conflict affected situations,FCS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28666449,13.73055506,,16.16527939,12.43195486,12.50899982,12.84734488,14.50321007,13.17010021,,,
Finland,FIN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,12.45374012,12.05609989,11.65970993,10.90627003,11.56015015,11.10585022,11.21802044,11.2560997,11.45681,12.07530975,12.85859966,11.4066,12.44587994,11.41804028,11.90163994,11.84667015,,,11.76006031,12.17092037,12.63444996,12.6825304,12.77597046,12.77896023,12.24969959,12.28382015,12.14995003,12.17766953,11.9419899,12.06608963,12.01144028,12.89315987,12.53717041,12.40009022,12.44799042,12.31231022,11.86386967,11.75162029,,,
Fiji,FJI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.00093079,20.53511047,21.7585907,19.63863945,21.03780937,,23.74914932,20.26613045,20.84329033,23.17040062,17.36972046,15.85361958,20.83869934,15.23478985,19.12890053,14.30039024,17.51099968,17.39184952,15.1698904,16.81719017,14.93480968,16.83370018,16.39175034,14.46442032
France,FRA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,11.50817966,11.38776016,10.72233963,10.42568016,10.06159019,9.675740242,9.360710144,9.572130203,9.483389854,9.640379906,10.00683975,9.568180084,10.42578983,10.52882957,10.94587994,10.79634953,,10.74722958,,,,,,,,,,,,,,,,,,,9.652429581,9.724829674,,,
Faroe Islands,FRO,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8762598,16.24980927,17.25091934,17.36721039,15.41162968,,
"Micronesia, Fed. Sts.",FSM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.78497982,9.965120316,,,,,,,,,,,,,,,22.31238937,21.58470917,19.14845085,17.12528992,18.10730934,,
Gabon,GAB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.20018005,,,,,,7.058110237,11.34815979,17.70648956,,,,,,,,,,13.33041954,13.74125004,12.58226967,8.737569809,11.22548962,6.952950001,10.2796402,16.05843925,14.6950798,14.15939045,15.02552032,15.12353039
United Kingdom,GBR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,12.64420986,11.60221958,11.40756035,11.20600986,10.4594202,10.21578979,10.50664997,10.74501038,11.08839989,11.09945965,10.83672047,11.11497974,,11.77744007,11.85439014,11.63673973,,12.09984016,11.60138988,11.84799957,12.08185959,13.32559013,13.4005003,12.7594099,13.00337982,12.96016979,12.84257984,12.73311043,12.38475037,12.78199005,12.46856976,,12.66024017,13.35371971,13.49020958,13.44863987,13.76128006,13.34407997,,,
Georgia,GEO,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85142994,10.60486031,12.54071999,12.36196041,13.6035099,12.49293995,15.03676033,11.18124962,12.89538956,9.486650467,8.937600136,8.998250008,,9.269430161,6.707759857,,,,12.66619968,12.9533596,12.95149994,,11.17150974,
Ghana,GHA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,7.641880035,7.748139858,13.8319397,,,,34.30920029,24.66799927,23.93285942,,,,,,,,,,,14.8927002,,15.74110985,,,22.37924957,23.42996025,24.16197968,22.31702042,24.03750038,22.49513054,20.69614029,30.63430977,37.52096176,21.22220993,20.98513985,23.80879974,22.09332085,20.09763908,18.59816933,,,
Gibraltar,GIB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.996529579,11.53744984,11.44849968,,,,,,14.65855026,15.19596958,10.31575966,13.06431961,11.62475014,12.31330013,10.94746971,,,15.67825985,13.58339977,12.43832016,14.25930977,9.46061039,14.13280964,11.98950958,11.59877968,15.76885986,13.37679005,14.87012005,12.40536022,12.29076004,11.92442989
"Gambia, The",GMB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.92179966,8.205269814,10.94752026,8.468839645,5.029540062,5.344170094,5.360760212,7.297500134,18.88171005,13.29374027,17.61123085,15.11833,13.79553032,10.28876019,11.75232029,11.03293037,10.35778999,,11.18826962,,,
Guinea-Bissau,GNB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.74309921,,,,,,,,,,,9.069239616,10.19974041,14.53979969,16.19137955,13,13,10,15,,,,
Equatorial Guinea,GNQ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.248139858,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,8.381790161,7.661369801,7.118340015,7.548520088,,6.488709927,6.204490185,6.776410103,7.18171978,7.198430061,6.292029858,,,,,,,6.406680107,6.560050011,6.957769871,7.316520214,7.477159977,7.3604002,7.70182991,8.700209618,,,,,,,,,,7.188960075,,7.183919907,7.42550993,,,
Grenada,GRD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.80898952,,,,,,,,,,,,,,14.04117012,,,,
Greenland,GRL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.72337914,,,,,,,,,,20.33844948,21.2781601,23.34815979,,19.29692078,20.24641037,21.10514069,20.6379509,21.95939064,24.08550072,23.4347496,23.08805084,23.74954033,23.75538063,21.1411705,
Guam,GUM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.68779945,17.65683937,16.55555916,16.90000916,13.81455994,11.08073997,13.8234396,13.48169041,11.52616024,,10.23917007,11.83872032,11.72072029,10.18669987,,18.73568916,17.80267906,18.71751022,17.63573074,16.00617027,,,
High income,HIC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.11497021,12.21263981,11.87801504,11.84667015,,11.29195023,11.81405497,12.11146021,12.21224022,12.56348038,12.77597046,12.87954998,12.68762016,12.96016979,12.76957035,12.66641521,12.48363972,12.33596039,12.47453976,12.4887104,12.66024017,13.02098465,12.36812544,12.89328957,11.86386967,11.75296497,,,
"Hong Kong SAR, China",HKG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,9.408109665,15.28794003,15.87032032,18.57813072,,,,,18.54077911,,21.20813942,,,,16.66867065,,,,,22.41877937,22.20729065,23.2442894,23.1510601,22.47858047,23.2826004,22.63777924,22.92239952,23.7994709,19.90941048,20.14833069,18.64948082,20.30080032,17.62039948,18.6085701,18.12696075,17.84127998,18.78783989,20.31401062,20.62105942,
Honduras,HND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.88875008,17.87564087,,,,,,,,,,,,,,,,,,19.86407089,25.65361977,24.64455986,18.00941086,19.67046928,23.15510941,20.11774063,24.25477028,24.59828949
Heavily indebted poor countries (HIPC),HPC,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.74071503,,,,14.9615097,16.97918987,,,16.21773529,17.79326916,17.54805946,15.34337997,16.42831993,16.19137955,17.34425545,16.66498947,14.99129009,15.91281033,16.80236435,14.59023952,13.33253956,
Croatia,HRV,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.530509949,7.721700191,7.820380211,,,8.701210022,9.339429855,8.985600471,8.738349915,8.475230217,,9.460370064,,,,8.638710022,,,,
Haiti,HTI,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.98414993,14.56777954,13.10721016,15.19684982,14.64414024,,,
Hungary,HUN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.59910965,,8.699799538,9.386130333,10.32361031,10.45506954,10.17914963,11.82977009,11.00590038,10.80056953,10.32771015,10.33817005,10.27056026,9.864379883,9.677240372,9.301119804,8.434149742,8.368080139,9.195320129,8.9230299,9.862719536,9.935609818,10.07503986,,,
IBRD only,IBD,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.57511473,15.66257,13.91590977,14.40474987,14.9145751,14.23503971,13.95275021,13.67492008,14.14177036,14.35521984,14.89059019,14.9486351,13.74125004,14.40720034,14.32351494,14.27946997,14.29273033,14.82068491,14.49975967,14.11063004,14.14798546,,
IDA & IBRD total,IBT,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.20136499,15.48632002,14.75948048,15.85133505,14.74870968,15.04360962,15.41701508,15.63028526,15.63488483,15.45088005,15.87262011,15.01247454,15.17621994,15.29566479,14.80897999,14.56777954,14.92718983,15.33279514,14.87012005,14.14798546,,
IDA total,IDA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.74071503,15.72974014,,,16.09846544,16.76840019,,,16.21773529,16.95940971,16.54600525,15.30000019,16.37050056,16.18305969,16.59646988,16.02617979,15.06348038,15.91281033,15.8884201,,,
IDA blend,IDB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.03823519,17.57755947,,,,,15.30927467,,15.17621994,16.48032045,12.87975979,13.21563482,13.87908506,15.68577003,15.58279991,,,
Indonesia,IDN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.863969803,6.146460056,7.496819973,7.71021986,,,,11.59389019,14.36905003,16.27817917,14.17029953,15.1487999,,14.94431019,13.67475033,19.30843925,16.65418053,18.00613022,18.09041977,17.60392952,17.67152023,20.50329971,21.07877922,16.11047935,20,,17.25805092,
IDA only,IDX,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9077301,15.66205978,15.47522497,,16.09846544,16.76840019,17.76235962,,17.81619072,17.18516445,16.54600525,15.34337997,16.39941025,16.18305969,16.94678497,16.36448002,15.34716034,16.16655922,15.88852024,,,
Isle of Man,IMN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.32223034,14.15927029,16.95982933,16.73051071,,,12.41079998,11.19686031,11.20845985,11.69371033,,,11.19120026,11.83368015,13.56490993,13.99211979,14.05018044,,12.53116989,12.75354958,,,,,
Not classified,INX,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,14.59562016,12.90056992,11.46858978,11.14690971,11.0903101,9.701250076,10.4659996,10.40843964,10.79559994,11.55926037,11.28232002,11.65709019,11.89280033,12.64783955,12.58082962,12.7804203,,12.4149704,12.59692955,13.38422012,12.58197021,12.35816002,12.73571014,13.51624012,13.54905033,13.41648006,13.1098299,13.00944042,13.03954983,9.277370453,12.48050976,13.5666399,13.08463001,12.85182953,12.81882,13.21032047,13.20170975,13.20294952,,,
"Iran, Islamic Rep.",IRN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3469696,20.63261986,23.71528053,,14.54695988,13.56692028,,,20.11292076,20.6338501,24.42416954,26.50642967,22.13546944,21.52145004,21.89969063,19.45677948,20.03128052,22.38460922,18.56262016,19.25691032,20.15138054,17.3957901,21.67350006,19.66486931,18.56875038,19.44543076,20.30521011,21.14603996,21.24616051,,
Iraq,IRQ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5013504,,,11.83158016,11.19727993,10.95687962,12.60319042,,16.59808922,14.17391968,14.34761047,14.1417799,16.05661011,15.15958023,15.33897018,16.30814934,16.0469799,15.50578022,11.08981037,13.39678955,14.19985008,13.40437984,15.84552956,16.16455078,16.63459969,17.1171608,15.97465992,17.04470062,17.21715927,,,
Israel,ISR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6803503,13.42660046,12.56348038,13.55414963,13.37539959,13.18183994,13.42121029,13.30453968,13.17718983,13.05438042,13.71627045,13.96576977,14.0771904,14.53312016,14.85538006,15.49291039,15.43659973,15.70108032,15.52122021,,,
Italy,ITA,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.719320297,8.242010117,8.597669601,9.118780136,,9.242580414,9.554100037,9.221059799,9.822859764,9.491279602,9.627650261,9.354160309,8.971509933,9.468740463,8.774510384,9.173359871,8.850790024,8.68076992,8.369560242,8.017430305,8.132579803,7.985929966,8.095910072,7.77489996,8.295180321,8.795740128,,,
Jamaica,JAM,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3537693,12.75156975,12.79800034,18.38850975,15.36104012,15.53602028,15.39999008,,,16.79660034,19.9911499,18.36392975,13.36233997,11.73301983,14.26937008,,17.17304993,19.11938095,17.55283928,16.10293961,18.58193016,18.80925941,20.57386017,21.79748917,20.05147934,19.14512062,18.40254021,18.58399963,17.31398964,,
Jordan,JOR,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,8.760239601,9.880080223,9.824379921,13.08642006,,,,,,,21.56406021,18.41102982,,14.66425991,,,,,,,,,,,8.100000381,8.199999809,9,9.699999809,,,12.15015984,11.19604969,9.825320244,9.859749794,,
Japan,JPN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,16.12549019,15.67714977,14.88605022,,,,18.05423927,17.79665947,17.64325905,,,,11.11497021,11.10641956,10.3656702,,,9.950750351,8.732540131,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.75948048,,10.60968018,10.28594971,13.26669979,11.94447041,13.64694023,13.04090023,,,,,,12.19303989,13.8441,11.41991043,13.88018036,14.10953045,,
Kenya,KEN,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,16.33731079,17.39657974,14.53316975,15.55566025,17.66080093,,19.4657402,17.0876503,,18.64015007,15.95073032,13.86448002,14.95127964,,,,,24.54854965,23.3970108,22.39570999,25.62821007,24.98008919,26.66814995,27.46933937,25.08139992,,,,20.55599022,19.25283051,19.9239006,19.13569069,17.08102989,16.6646595,17.35457039,17.70870018,19.03519058,,,
Kyrgyz Republic,KGZ,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.76004982,,13.69270039,11.38731956,11.61130047,13.72138977,15.14647007,15.93953037,16.24381065,16.76840019,19.05260086,21.8514595,21.2062397,19.15300941,15.6813097,18.17252922,18.19500923,17.77379036,14.36483955,15.71675968,16.92091942,16.27813911,16.79590034,16.47274971,,
